country,fulfill via,shipment mode,scheduled delivery date,delivered to client date,vendor,dosage form,manufacturing site,line item value,weight (kilograms),delivered late
South Africa,Direct Drop,Air,2009-06-25,2009-04-20,S. BUYS WHOLESALER,Injection,GSK Ware (UK),4559.1,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-06-25,2009-04-08,S. BUYS WHOLESALER,Tablet,"Aurobindo Unit III, India",44170.0,Weight Captured Separately,False
Vietnam,Direct Drop,Air,2007-10-02,2007-10-02,Aurobindo Pharma Limited,Tablet,"Aurobindo Unit III, India",41475.0,See ASN-737 (ID#:2765),False
South Africa,Direct Drop,Air,2009-06-25,2009-04-08,S. BUYS WHOLESALER,Capsule,"Aurobindo Unit III, India",43360.0,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-06-25,2009-04-09,S. BUYS WHOLESALER,Tablet,ABBVIE Ludwigshafen Germany,49532.0,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-06-25,2009-04-09,S. BUYS WHOLESALER,Capsule,"BMS Meymac, France",7110.0,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-06-25,2009-04-21,S. BUYS WHOLESALER,Capsule,GSK Crawley,9888.0,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2009-06-25,2009-06-05,S. BUYS WHOLESALER,Tablet,"Aurobindo Unit III, India",254.88,Weight Captured Separately,False
Botswana,Direct Drop,Air,2009-07-10,2009-07-10,Orasure Technologies Inc.,Test kit,"Pacific Biotech, Thailand",7000.0,48,False
South Africa,Direct Drop,Truck,2009-05-15,2009-05-04,S. BUYS WHOLESALER,Capsule,GSK Crawley,371.1,Weight Captured Separately,False
Kenya,Direct Drop,Air,2009-08-07,2009-08-28,"Orgenics, Ltd",Test kit,Inverness Japan,600000.0,2215,True
Rwanda,Direct Drop,Air,2009-09-21,2009-09-21,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Tablet - FDC,Mylan (formerly Matrix) Nashik,641753.28,7278,False
Namibia,Direct Drop,Air,2009-05-20,2009-05-20,"Orgenics, Ltd",Test kit,Inverness Japan,12600.0,43,False
Côte d'Ivoire,Direct Drop,Air,2009-08-11,2009-08-11,GLAXOSMITHKLINE EXPORT LIMITED,Tablet - FDC,GSK Ware (UK),109998.08,Weight Captured Separately,False
Vietnam,Direct Drop,Air,2009-07-21,2009-07-21,CIPLA LIMITED,Tablet - FDC,"Cipla, Goa, India",240408.0,3479,False
Vietnam,Direct Drop,Air,2009-08-03,2009-08-03,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Tablet,Mylan (formerly Matrix) Nashik,42588.0,524,False
Vietnam,Direct Drop,Air,2009-07-10,2009-07-10,Aurobindo Pharma Limited,Capsule,"Aurobindo Unit III, India",23142.0,1815,False
Vietnam,Direct Drop,Air,2009-07-10,2009-07-10,Aurobindo Pharma Limited,Tablet - FDC,"Aurobindo Unit III, India",39025.0,See ASN-4419 (ID#:3851),False
Botswana,Direct Drop,Air,2009-06-12,2009-06-12,Orasure Technologies Inc.,Test kit,"Pacific Biotech, Thailand",350.0,3,False
Vietnam,Direct Drop,Air,2009-07-23,2009-07-23,BRISTOL-MYERS SQUIBB,Chewable/dispersible tablet,"BMS Meymac, France",840.0,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2009-10-12,2009-07-21,S. BUYS WHOLESALER,Tablet,"Boehringer Ing., Koropi, GR",7041.6,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2009-10-12,2009-07-21,S. BUYS WHOLESALER,Delayed-release capsules - blister,"BMS Meymac, France",678.8,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2009-10-12,2009-07-28,S. BUYS WHOLESALER,Tablet,GSK Ware (UK),3136.0,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2009-10-12,2009-07-28,S. BUYS WHOLESALER,Oral suspension,"Aurobindo Unit III, India",328.2,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2009-10-12,2009-07-28,S. BUYS WHOLESALER,Capsule,Roche Basel,2298.0,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2009-09-08,2009-08-31,S. BUYS WHOLESALER,Tablet,"Aspen-OSD, Port Elizabeth, SA",7440.0,Weight Captured Separately,False
Côte d'Ivoire,Direct Drop,Air,2006-05-10,2006-05-10,OMEGA DIAGNOSTICS LTD,Test kit,"OMEGA Diagnostics, UK",1375.0,15,False
Uganda,Direct Drop,Air,2006-12-21,2006-12-21,Aurobindo Pharma Limited,Tablet - FDC,"Aurobindo Unit III, India",55880.0,1172,False
Vietnam,Direct Drop,Air,2007-03-27,2007-03-27,Hoffmann-La Roche ltd Basel,Tablet,Roche Madrid,32688.0,54,False
Rwanda,Direct Drop,Air,2007-01-17,2007-01-17,Premier Medical Corporation Ltd.,Test kit,Premier Med. Corp Ltd. India,42000.0,600,False
Rwanda,Direct Drop,Air,2007-01-25,2007-03-09,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",20000.0,173,True
Zambia,Direct Drop,Air,2006-11-20,2006-11-20,Abbott GmbH & Co. KG,Test kit,ABBVIE GmbH & Co.KG Wiesbaden,200000.0,857354,False
Zambia,Direct Drop,Air,2007-02-20,2007-02-20,"Standard Diagnostics, Inc.",Test kit,"Standard Diagnostics, Korea",8000.0,134,False
Haiti,Direct Drop,Air,2007-05-08,2007-05-08,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",17375.0,78,False
Nigeria,Direct Drop,Air,2007-06-19,2007-08-06,Abbott GmbH & Co. KG,Test kit,ABBVIE GmbH & Co.KG Wiesbaden,120000.0,512,True
Vietnam,Direct Drop,Air,2007-09-10,2007-09-10,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Tablet,ABBVIE Ludwigshafen Germany,82190.0,226,False
Guyana,Direct Drop,Air,2007-08-09,2007-08-09,"Orgenics, Ltd",Test kit - Ancillary,Inverness Japan,3.0,Weight Captured Separately,False
Côte d'Ivoire,Direct Drop,Air,2007-08-27,2007-08-27,BRISTOL-MYERS SQUIBB,Capsule,"BMS Meymac, France",6548.04,Weight Captured Separately,False
Tanzania,Direct Drop,Air,2007-10-16,2007-10-16,"Standard Diagnostics, Inc.",Test kit,"Standard Diagnostics, Korea",200000.0,3338,False
Tanzania,Direct Drop,Air,2008-11-19,2008-11-19,"Standard Diagnostics, Inc.",Test kit,"Standard Diagnostics, Korea",200000.0,3112,False
Guyana,Direct Drop,Air,2007-09-21,2007-09-21,"Orgenics, Ltd",Test kit - Ancillary,Inverness Japan,4.42,Weight Captured Separately,False
Côte d'Ivoire,Direct Drop,Air,2007-10-25,2007-10-25,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Test kit,Chembio Diagnostics Sys. Inc.,6750.0,68,False
South Africa,Direct Drop,,2008-01-29,2008-01-29,"JSI R&T INSTITUTE, INC.",Tablet,GSK Aranda,15408.0,Weight Captured Separately,False
South Africa,Direct Drop,,2008-01-29,2007-01-24,"JSI R&T INSTITUTE, INC.",Capsule,"BMS Meymac, France",4792.0,Weight Captured Separately,False
Rwanda,Direct Drop,Air,2008-01-10,2008-01-10,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",78400.0,See ASN-1028 (ID#:2927),False
Rwanda,Direct Drop,Air,2008-04-28,2008-04-22,CIPLA LIMITED,Tablet - FDC,"Cipla, Goa, India",271488.0,4124,False
Vietnam,Direct Drop,Air,2008-01-22,2008-03-07,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Tablet,ABBVIE Ludwigshafen Germany,164400.0,513,True
Vietnam,Direct Drop,Air,2008-01-22,2008-01-22,Aurobindo Pharma Limited,Capsule,"Aurobindo Unit III, India",1400.0,See ASN-1231 (ID#:2947),False
South Africa,Direct Drop,,2008-01-21,2008-01-04,"JSI R&T INSTITUTE, INC.",Tablet,"BI, Ingelheim, Germany",2318.0,Weight Captured Separately,False
South Africa,Direct Drop,,2008-01-21,2008-01-04,"JSI R&T INSTITUTE, INC.",Tablet,GSK Aranda,13960.0,Weight Captured Separately,False
South Africa,Direct Drop,,2008-01-21,2008-01-04,"JSI R&T INSTITUTE, INC.",Oral solution,GSK Mississauga (Canada),2049.0,Weight Captured Separately,False
Haiti,Direct Drop,Air,2008-04-11,2008-04-11,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Tablet,ABBVIE Ludwigshafen Germany,1850.4,31,False
South Africa,Direct Drop,Truck,2008-02-05,2008-02-04,"JSI R&T INSTITUTE, INC.",Delayed-release capsules - blister,"BMS Meymac, France",21720.0,Weight Captured Separately,False
Zambia,Direct Drop,Air,2008-06-06,2008-06-06,"Orgenics, Ltd",Test kit,Inverness Japan,309557.0,979,False
Côte d'Ivoire,Direct Drop,Air,2008-04-14,2008-04-17,BIO-RAD LABORATORIES (FRANCE),Test kit,Bio-Rad Laboratories,36176.0,522,True
Rwanda,Direct Drop,Air,2008-07-11,2008-07-11,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",100800.0,1080,False
Côte d'Ivoire,Direct Drop,Air,2008-09-26,2008-09-26,"Orgenics, Ltd",Test kit,Inverness Japan,78120.0,256,False
Guyana,Direct Drop,Air,2008-07-21,2008-07-21,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",33984.0,362,False
Botswana,Direct Drop,Air,2008-06-23,2008-06-23,"Orgenics, Ltd",Test kit - Ancillary,Inverness Japan,2.0,Weight Captured Separately,False
Kyrgyzstan,Direct Drop,Air,2008-06-14,2008-06-14,"Orgenics, Ltd",Test kit,Not Applicable,39500.0,Weight Captured Separately,False
Namibia,Direct Drop,Air,2008-06-04,2008-06-04,"Orgenics, Ltd",Test kit - Ancillary,Inverness Japan,1.42,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2008-04-24,2008-04-24,S. BUYS WHOLESALER,Oral solution,GSK Mississauga (Canada),6410.0,Weight Captured Separately,False
Vietnam,Direct Drop,Air,2008-07-07,2008-07-07,Aurobindo Pharma Limited,Chewable/dispersible tablet,"Aurobindo Unit III, India",3162.0,See ASN-2023 (ID#:3094),False
Vietnam,Direct Drop,Air,2008-08-12,2008-08-12,CIPLA LIMITED,Tablet - FDC,"Cipla, Goa, India",77108.0,1000,False
Vietnam,Direct Drop,Air,2008-09-19,2008-09-19,CIPLA LIMITED,Tablet - FDC,"Cipla, Goa, India",71040.0,920,False
Vietnam,Direct Drop,Air,2008-07-16,2008-07-16,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Tablet,ABBVIE Ludwigshafen Germany,124944.0,385,False
Vietnam,Direct Drop,Air,2008-07-14,2008-07-14,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Tablet,ABBVIE Ludwigshafen Germany,65760.0,208,False
Haiti,Direct Drop,Air,2008-04-18,2008-01-03,REINBOLD EXPORT IMPORT,Test kit,Inverness Japan,2550.0,Weight Captured Separately,False
Vietnam,Direct Drop,Air,2008-10-11,2008-10-11,CIPLA LIMITED,Tablet - FDC,"Cipla, Goa, India",113664.0,1360,False
Vietnam,Direct Drop,Air,2008-09-19,2008-09-19,Aurobindo Pharma Limited,Tablet,"Aurobindo Unit III, India",6997.8,242,False
Vietnam,Direct Drop,Air,2008-09-19,2008-09-19,Aurobindo Pharma Limited,Tablet - FDC,"Aurobindo Unit III, India",18648.0,185,False
Vietnam,Direct Drop,Air,2008-09-30,2008-09-30,BRISTOL-MYERS SQUIBB,Chewable/dispersible tablet,"BMS Meymac, France",2800.0,81,False
Vietnam,Direct Drop,Air,2008-09-19,2008-09-19,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Tablet,Mylan (formerly Matrix) Nashik,103219.2,See ASN-2336 (ID#:530),False
South Africa,Direct Drop,Truck,2008-08-20,2008-05-08,S. BUYS WHOLESALER,Chewable/dispersible tablet,"BMS Meymac, France",52.96,Weight Captured Separately,False
Haiti,Direct Drop,Air,2008-08-06,2008-08-06,"Orgenics, Ltd",Test kit,Inverness Japan,144130.0,470,False
South Africa,Direct Drop,Truck,2008-06-12,2008-06-09,S. BUYS WHOLESALER,Tablet,"Aspen-OSD, Port Elizabeth, SA",9536.0,Weight Captured Separately,False
Zambia,Direct Drop,Air,2008-11-18,2008-11-18,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",188800.0,1989,False
Tanzania,Direct Drop,Air,2008-11-03,2008-11-03,BRISTOL-MYERS SQUIBB,Delayed-release capsules - blister,"BMS Meymac, France",61470.99,Weight Captured Separately,False
Zambia,Direct Drop,Air,2008-09-22,2008-09-22,"Orgenics, Ltd",Test kit,Inverness Japan,215970.0,See ASN-2448 (ID#:1939),False
Guyana,Direct Drop,Air,2008-10-01,2008-10-01,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",33984.0,1062,False
Botswana,Direct Drop,Air,2008-11-18,2008-11-18,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",160.0,3,False
Botswana,Direct Drop,Air,2008-10-09,2008-10-02,"Orgenics, Ltd",Test kit,Inverness Japan,560.0,5406,False
Vietnam,Direct Drop,Air,2008-09-25,2008-09-25,Aurobindo Pharma Limited,Tablet,"Aurobindo Unit III, India",5359.2,327,False
Nigeria,Direct Drop,Air,2008-08-27,2008-08-27,BUNDI INTERNATIONAL DIAGNOSTICS LTD,Test kit,BUNDI INTERNATIONAL DIAGNOSTICS LTD,51337.5,Weight Captured Separately,False
Ethiopia,Direct Drop,Air,2008-11-17,2008-11-17,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Test kit,"KHB Test Kit Facility, Shanghai China",161046.0,4922,False
Ethiopia,Direct Drop,Air,2008-10-30,2008-10-28,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Test kit,"KHB Test Kit Facility, Shanghai China",161046.0,5057,False
Ethiopia,Direct Drop,Air,2008-10-06,2008-10-06,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Test kit,"KHB Test Kit Facility, Shanghai China",161046.0,5057,False
Mozambique,Direct Drop,Air,2008-11-01,2008-11-01,"Orgenics, Ltd",Test kit - Ancillary,Inverness Japan,76.9,2278,False
Rwanda,Direct Drop,Air,2009-03-10,2009-03-10,CIPLA LIMITED,Tablet - FDC,"Cipla, Goa, India",168896.0,1698,False
Namibia,Direct Drop,Air,2008-10-08,2008-10-08,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",20800.0,220,False
Zambia,Direct Drop,Air,2009-02-20,2009-02-20,BRISTOL-MYERS SQUIBB,Chewable/dispersible tablet,"BMS Meymac, France",3815.0,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2009-05-17,2008-10-09,S. BUYS WHOLESALER,Capsule,"MSD Midrand, J'burg, SA",592.0,Weight Captured Separately,False
Tanzania,Direct Drop,Air,2009-03-02,2009-03-02,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",53696.0,554,False
Ethiopia,Direct Drop,Air,2009-01-27,2009-01-27,"Orgenics, Ltd",Test kit - Ancillary,Inverness Japan,80000.0,400,False
Tanzania,Direct Drop,Air,2009-06-15,2009-06-15,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Tablet - FDC,"MSD, Haarlem, NL",1258135.2,2462,False
Guyana,Direct Drop,Air,2009-01-30,2009-01-23,"Orgenics, Ltd",Test kit,Inverness Japan,25272.0,60,False
Vietnam,Direct Drop,Air,2009-04-10,2009-04-10,Aurobindo Pharma Limited,Tablet,"Aurobindo Unit III, India",15080.0,See ASN-3562 (ID#:960),False
Zambia,Direct Drop,Air,2009-03-26,2009-03-26,"Standard Diagnostics, Inc.",Test kit,"Standard Diagnostics, Korea",6000.0,94,False
Senegal,Direct Drop,Air,2009-03-25,2009-03-25,"Orgenics, Ltd",Test kit,INVERNESS ORGENICS LINE,6800.0,33,False
Tanzania,Direct Drop,Air,2009-08-11,2009-08-11,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Tablet,ABBVIE Ludwigshafen Germany,438948.0,2724,False
South Africa,Direct Drop,Air,2009-03-17,2008-11-28,S. BUYS WHOLESALER,Tablet,"Aurobindo Unit III, India",113050.0,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-03-17,2008-11-28,S. BUYS WHOLESALER,Tablet,"Aurobindo Unit III, India",4875.68,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-03-24,2008-12-01,S. BUYS WHOLESALER,Capsule,"Aurobindo Unit III, India",3339.0,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-03-31,2008-12-02,S. BUYS WHOLESALER,Tablet,"Boehringer Ing., Koropi, GR",44812.8,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-06-16,2009-01-28,S. BUYS WHOLESALER,Tablet,"Aurobindo Unit III, India",82620.0,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-07-07,2009-02-02,S. BUYS WHOLESALER,Tablet,"Cipla, Goa, India",49810.26,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-04-07,2008-12-03,S. BUYS WHOLESALER,Tablet,GSK Aranda,62750.0,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-05-05,2008-12-23,S. BUYS WHOLESALER,Tablet,"Aurobindo Unit III, India",102609.65,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-05-05,2008-12-23,S. BUYS WHOLESALER,Capsule,"MSD Midrand, J'burg, SA",7470.0,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-05-26,2009-01-22,S. BUYS WHOLESALER,Capsule,"Aurobindo Unit III, India",1530.0,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-03-31,2008-11-21,S. BUYS WHOLESALER,Tablet,"Cipla, Goa, India",14532.0,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-03-31,2008-11-21,S. BUYS WHOLESALER,Tablet,"Aspen-OSD, Port Elizabeth, SA",8820.0,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-03-31,2008-11-21,S. BUYS WHOLESALER,Tablet - FDC,"Aspen-OSD, Port Elizabeth, SA",2336.0,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-04-01,2008-11-21,S. BUYS WHOLESALER,Oral solution,ABBVIE (Abbott) France,5.97,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-04-01,2008-11-26,S. BUYS WHOLESALER,Tablet,GSK Aranda,6555.0,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-04-03,2009-02-11,S. BUYS WHOLESALER,Capsule,"BMS Meymac, France",1179.0,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-03-30,2009-01-21,S. BUYS WHOLESALER,Capsule,"MSD Midrand, J'burg, SA",188.8,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-03-30,2009-01-21,S. BUYS WHOLESALER,Capsule,Roche Basel,1578.92,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-03-30,2009-01-21,S. BUYS WHOLESALER,Capsule,"MSD Midrand, J'burg, SA",829.5,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-06-25,2009-06-25,S. BUYS WHOLESALER,Oral solution,"Aurobindo Unit III, India",610.2,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-06-25,2009-04-15,S. BUYS WHOLESALER,Tablet,"Aurobindo Unit III, India",68109.6,Weight Captured Separately,False
Botswana,Direct Drop,Air,2009-04-17,2009-04-17,Orasure Technologies Inc.,Test kit,"Pacific Biotech, Thailand",7000.0,48,False
South Africa,Direct Drop,Truck,2009-04-21,2009-04-17,S. BUYS WHOLESALER,Tablet,"Aspen-OSD, Port Elizabeth, SA",5315.0,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2009-05-15,2009-05-15,S. BUYS WHOLESALER,Capsule,"MSD Midrand, J'burg, SA",3220.0,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2009-05-15,2009-04-21,S. BUYS WHOLESALER,Tablet,ABBVIE Ludwigshafen Germany,14400.0,Weight Captured Separately,False
Rwanda,Direct Drop,Air,2009-08-12,2009-08-12,HETERO LABS LIMITED,Tablet,Hetero Unit III Hyderabad IN,195677.32,2268,False
Nigeria,Direct Drop,Air,2009-09-03,2009-09-03,MISSIONPHARMA A/S,Tablet - FDC + blister,"Novartis Pharma Suffern, USA",70420.0,1250,False
Côte d'Ivoire,Direct Drop,Air,2009-06-10,2009-06-09,BIO-RAD LABORATORIES (FRANCE),Test kit,Bio-Rad Laboratories,52360.0,534,False
Côte d'Ivoire,Direct Drop,Air,2009-06-10,2009-06-17,BIO-RAD LABORATORIES (FRANCE),Test kit,Bio-Rad Laboratories,1980.0,20,True
Namibia,Direct Drop,Air,2009-05-27,2009-05-27,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",216320.0,2261,False
Tanzania,Direct Drop,Air,2009-07-30,2009-07-30,Hoffmann-La Roche ltd Basel,Capsule,Roche Basel,73074.13,424,False
South Africa,Direct Drop,Truck,2009-10-12,2009-07-21,S. BUYS WHOLESALER,Tablet - blister,GSK Ware (UK),1081.8,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2009-10-12,2009-07-28,S. BUYS WHOLESALER,Tablet,ABBVIE Ludwigshafen Germany,8396.0,Weight Captured Separately,False
Namibia,Direct Drop,Air,2009-09-01,2009-09-01,"Orgenics, Ltd",Test kit,Chembio Diagnostics Sys. Inc.,300.0,4,False
Côte d'Ivoire,Direct Drop,Air,2009-09-15,2009-09-15,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Oral solution,ABBVIE (Abbott) Logis. UK,822.0,Weight Captured Separately,False
Côte d'Ivoire,Direct Drop,Air,2006-05-02,2006-05-02,"Standard Diagnostics, Inc.",Test kit,"Standard Diagnostics, Korea",734.7,11,False
Côte d'Ivoire,Direct Drop,Air,2006-08-08,2006-08-08,RANBAXY Fine Chemicals LTD.,Test kit,Ranbaxy Fine Chemicals LTD,551.0,13,False
Vietnam,Direct Drop,Air,2006-09-15,2006-09-15,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Capsule,ABBVIE (Abbott) St. P'burg USA,35802.36,389,False
Nigeria,Direct Drop,Air,2006-09-28,2006-09-28,Aurobindo Pharma Limited,Oral suspension,"Aurobindo Unit III, India",2579.2,See ASN-57 (ID#:23),False
Côte d'Ivoire,Direct Drop,Air,2006-09-06,2006-09-06,Aurobindo Pharma Limited,Tablet,"Aurobindo Unit III, India",65897.85,1498,False
Côte d'Ivoire,Direct Drop,Air,2006-09-06,2006-09-06,Aurobindo Pharma Limited,Capsule,"Aurobindo Unit III, India",29361.15,See ASN-61 (ID#:5260),False
Guyana,Direct Drop,Air,2006-12-25,2006-12-25,Aurobindo Pharma Limited,Capsule,"Aurobindo Unit III, India",1414.7,37,False
Uganda,Direct Drop,Air,2006-12-22,2006-12-22,SUN PHARMACEUTICAL INDUSTRIES LTD (RANBAXY LABORATORIES LIMITED),Tablet,"Ranbaxy, Paonta Shahib, India",21269.15,369,False
Zambia,Direct Drop,Air,2006-12-20,2006-12-20,Aurobindo Pharma Limited,Tablet,"Aurobindo Unit III, India",120332.13,See ASN-123 (ID#:2685),False
Vietnam,Direct Drop,Air,2007-03-14,2007-03-14,SUN PHARMACEUTICAL INDUSTRIES LTD (RANBAXY LABORATORIES LIMITED),Tablet,"Ranbaxy, Paonta Shahib, India",329640.0,4300,False
Vietnam,Direct Drop,Air,2007-03-14,2007-05-16,Aurobindo Pharma Limited,Chewable/dispersible tablet,"Aurobindo Unit III, India",17850.0,356,True
Vietnam,Direct Drop,Air,2007-03-14,2007-03-14,Aurobindo Pharma Limited,Tablet,"Aurobindo Unit III, India",30835.0,See ASN-276 (ID#:2686),False
Vietnam,Direct Drop,Air,2007-03-14,2007-03-14,Aurobindo Pharma Limited,Tablet,"Aurobindo Unit III, India",641525.0,See ASN-276 (ID#:2686),False
Vietnam,Direct Drop,Air,2007-04-16,2007-04-16,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Tablet,ABBVIE (Abbott) Logis. UK,238682.4,304,False
Guyana,Direct Drop,Air,2006-11-15,2006-11-15,Abbott GmbH & Co. KG,Test kit,ABBVIE GmbH & Co.KG Wiesbaden,18400.0,38681,False
Nigeria,Direct Drop,Air,2007-01-18,2007-01-18,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",1600.0,14,False
Nigeria,Direct Drop,Air,2006-12-17,2006-12-17,Orasure Technologies Inc.,Test kit,"Pacific Biotech, Thailand",3200.0,Weight Captured Separately,False
Zimbabwe,Direct Drop,Air,2007-03-19,2007-03-19,BRISTOL-MYERS SQUIBB,Chewable/dispersible tablet,"BMS Meymac, France",513.0,Weight Captured Separately,False
Tanzania,Direct Drop,Air,2007-03-23,2007-03-23,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",97300.0,488,False
Guyana,Direct Drop,Air,2007-04-30,2007-04-30,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",32000.0,337,False
Guyana,Direct Drop,Air,2007-08-07,2007-08-07,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",48000.0,515,False
Guyana,Direct Drop,Air,2007-08-09,2007-08-21,"Orgenics, Ltd",Test kit,Inverness Japan,21597.0,69,True
Côte d'Ivoire,Direct Drop,Air,2007-08-24,2007-08-24,BRISTOL-MYERS SQUIBB,Chewable/dispersible tablet,"BMS Meymac, France",14981.5,309,False
Haiti,Direct Drop,Air,2007-08-13,2007-08-13,"Orgenics, Ltd",Test kit - Ancillary,Inverness Japan,4.5,Weight Captured Separately,False
Haiti,Direct Drop,Air,2007-08-13,2007-08-07,"Orgenics, Ltd",Test kit - Ancillary,Inverness Japan,3.0,24,False
Côte d'Ivoire,Direct Drop,Air,2007-10-23,2007-10-23,"Standard Diagnostics, Inc.",Test kit,"Standard Diagnostics, Korea",47000.0,750,False
Rwanda,Direct Drop,Air,2007-11-19,2007-11-19,Premier Medical Corporation Ltd.,Test kit,Premier Med. Corp Ltd. India,23100.0,405,False
South Africa,Direct Drop,,2008-01-29,2008-01-29,"JSI R&T INSTITUTE, INC.",Tablet,"MSD Midrand, J'burg, SA",12996.0,Weight Captured Separately,False
South Africa,Direct Drop,,2008-01-29,2008-01-29,"JSI R&T INSTITUTE, INC.",Oral solution,ABBVIE (Abbott) France,28.95,Weight Captured Separately,False
South Africa,Direct Drop,,2008-01-29,2008-01-29,"JSI R&T INSTITUTE, INC.",Capsule,ABBVIE (Abbott) Logis. UK,19304.0,Weight Captured Separately,False
South Africa,Direct Drop,,2008-01-29,2008-01-29,"JSI R&T INSTITUTE, INC.",Delayed-release capsules - blister,"BMS Meymac, France",2208.0,Weight Captured Separately,False
Vietnam,Direct Drop,Air,2008-03-06,2008-03-06,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Tablet,ABBVIE Ludwigshafen Germany,82200.0,249,False
Rwanda,Direct Drop,Air,2008-01-31,2008-01-28,"Orgenics, Ltd",Test kit,Inverness Japan,107985.0,340,False
Vietnam,Direct Drop,Air,2008-02-01,2008-02-01,Aurobindo Pharma Limited,Capsule,"Aurobindo Unit III, India",900.0,See ASN-1230 (ID#:1530),False
Haiti,Direct Drop,Air,2008-03-10,2008-03-10,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",278.0,1,False
South Africa,Direct Drop,,2008-01-21,2008-01-04,"JSI R&T INSTITUTE, INC.",Capsule,"BMS Meymac, France",1146.0,Weight Captured Separately,False
Botswana,Direct Drop,Air,2008-04-03,2008-04-03,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",14400.0,155,False
