country,fulfill via,shipment mode,scheduled delivery date,delivered to client date,vendor,dosage form,manufacturing site,line item value,weight (kilograms),delivered late
Mozambique,From RDC,Truck,2011-05-31,2011-04-06,SCMS from RDC,Tablet,"Aurobindo Unit III, India",9436.5,195,False
Côte d'Ivoire,From RDC,Air,2011-03-24,2011-06-07,SCMS from RDC,Tablet - FDC,Mylan (formerly Matrix) Nashik,224697.6,1264,True
Nigeria,From RDC,Air Charter,2011-06-15,2011-05-11,SCMS from RDC,Tablet - FDC,"Cipla, Goa, India",11120.0,209,False
Nigeria,From RDC,Air Charter,2011-03-31,2011-05-11,SCMS from RDC,Tablet - FDC,Mylan (formerly Matrix) Nashik,640368.24,5481,True
Nigeria,From RDC,Air Charter,2011-06-21,2011-05-11,SCMS from RDC,Tablet,Mylan (formerly Matrix) Nashik,370279.68,7194,False
Haiti,From RDC,Air,2011-03-24,2011-04-28,SCMS from RDC,Tablet,"Aurobindo Unit III, India",4918.63,101,True
Zimbabwe,From RDC,Truck,2011-04-04,2011-05-20,SCMS from RDC,Delayed-release capsules,"Aurobindo Unit III, India",892.5,10,True
Zimbabwe,From RDC,Truck,2011-04-04,2011-05-20,SCMS from RDC,Delayed-release capsules,"Aurobindo Unit III, India",495.0,See DN-2178 (ID#:84080),True
Zambia,From RDC,Truck,2011-04-14,2011-05-20,SCMS from RDC,Tablet,"Aurobindo Unit III, India",127844.77,2630,True
Zambia,From RDC,Truck,2011-04-30,2011-05-20,SCMS from RDC,Tablet - FDC,"Aurobindo Unit III, India",1026000.0,11057,True
Zambia,From RDC,Truck,2011-04-11,2011-05-20,SCMS from RDC,Tablet,Hetero Unit III Hyderabad IN,19944.46,1168,True
Mozambique,From RDC,Truck,2011-05-31,2011-06-23,SCMS from RDC,Capsule,"Aurobindo Unit III, India",882.0,485,True
Zambia,From RDC,Truck,2011-04-14,2011-06-10,SCMS from RDC,Tablet,Hetero Unit III Hyderabad IN,72965.88,14935,True
Ethiopia,From RDC,Air,2011-05-31,2011-05-30,SCMS from RDC,Tablet,Mylan (formerly Matrix) Nashik,65700.0,716,False
Zimbabwe,From RDC,Truck,2011-05-31,2011-06-15,SCMS from RDC,Tablet - FDC,"Cipla, Goa, India",14940.8,See DN-2205 (ID#:82950),True
Nigeria,From RDC,Air Charter,2011-06-21,2011-07-06,SCMS from RDC,Tablet,"Aurobindo Unit III, India",109317.18,5262,True
Nigeria,From RDC,Air Charter,2011-06-15,2011-07-06,SCMS from RDC,Tablet,"Aurobindo Unit III, India",7393.09,170,True
Nigeria,From RDC,Air Charter,2011-06-15,2011-07-05,SCMS from RDC,Tablet,"Strides, Bangalore, India.",38925.08,1107,True
Guyana,From RDC,Air,2011-10-13,2011-06-24,SCMS from RDC,Tablet,"Aurobindo Unit III, India",1197.62,25,False
Zambia,From RDC,Truck,2011-04-30,2011-06-20,SCMS from RDC,Tablet,Hetero Unit III Hyderabad IN,281120.0,6449,True
Benin,From RDC,Air,2011-06-13,2011-07-05,SCMS from RDC,Tablet - FDC,"Cipla, Goa, India",79462.6,2192,True
Benin,From RDC,Air,2011-06-13,2011-07-05,SCMS from RDC,Tablet - FDC,"Cipla, Goa, India",28160.0,See DN-2252 (ID#:84095),True
Ghana,From RDC,Air,2011-07-04,2011-07-20,SCMS from RDC,Tablet,"Strides, Bangalore, India.",95480.4,2269,True
Haiti,From RDC,Air,2011-07-19,2011-06-28,SCMS from RDC,Capsule,"Aurobindo Unit III, India",221.76,See DN-2263 (ID#:82959),False
Mozambique,From RDC,Truck,2011-08-31,2011-09-01,SCMS from RDC,Tablet - FDC,"Aurobindo Unit III, India",1524798.0,See DN-2268 (ID#:82960),True
Zimbabwe,From RDC,Truck,2011-08-15,2011-08-11,SCMS from RDC,Tablet - FDC,"Cipla, Goa, India",199043.86,See DN-2282 (ID#:82389),False
Haiti,From RDC,Air,2011-07-19,2011-07-21,SCMS from RDC,Chewable/dispersible tablet,"Aurobindo Unit III, India",2700.0,38,True
Côte d'Ivoire,From RDC,Air,2011-07-22,2011-07-22,SCMS from RDC,Tablet - FDC,Mylan (formerly Matrix) Nashik,35347.5,151,False
Haiti,From RDC,Air,2011-07-19,2011-08-11,SCMS from RDC,Tablet - FDC,"Aurobindo Unit III, India",256500.0,See DN-2310 (ID#:82968),True
Zambia,From RDC,Truck,2011-09-29,2011-08-29,SCMS from RDC,Tablet,"Aurobindo Unit VII, IN",223482.87,See DN-2322 (ID#:82973),False
Mozambique,From RDC,Truck,2011-10-13,2011-10-13,SCMS from RDC,Tablet,Hetero Unit III Hyderabad IN,81201.24,See DN-2325 (ID#:82975),False
Haiti,From RDC,Air,2011-08-31,2011-08-24,SCMS from RDC,Tablet,"Strides, Bangalore, India.",126447.0,1704,False
Mozambique,From RDC,Truck,2011-11-30,2011-11-30,SCMS from RDC,Oral solution,"Aurobindo Unit III, India",18988.0,3642,False
Guyana,From RDC,Air,2011-10-18,2011-10-03,SCMS from RDC,Oral solution,"Aurobindo Unit III, India",777.7,See DN-2348 (ID#:82402),False
Zambia,From RDC,Truck,2011-04-14,2011-08-05,SCMS from RDC,Tablet - FDC,Mylan (formerly Matrix) Nashik,262027.68,1456,True
Nigeria,From RDC,Air Charter,2011-11-03,2011-09-28,SCMS from RDC,Tablet - FDC,"Aurobindo Unit III, India",3003268.62,37993,False
Zambia,From RDC,Truck,2011-10-31,2011-09-26,SCMS from RDC,Tablet,"Aurobindo Unit III, India",583882.56,17285,False
Swaziland,From RDC,Air,2011-09-30,2011-10-06,SCMS from RDC,Tablet - FDC,Mylan (formerly Matrix) Nashik,267720.42,4502,True
Haiti,From RDC,Air,2011-10-31,2011-10-24,SCMS from RDC,Capsule,"Aurobindo Unit III, India",5390.0,230,False
Swaziland,From RDC,Air,2011-11-17,2011-10-18,SCMS from RDC,Tablet - FDC,"Aurobindo Unit III, India",504900.0,5961,False
Zambia,From RDC,Truck,2011-12-10,2011-12-09,SCMS from RDC,Tablet,Mylan (formerly Matrix) Nashik,48192.0,1936,False
Côte d'Ivoire,From RDC,Truck,2011-11-11,2011-10-31,SCMS from RDC,Capsule,"Aurobindo Unit III, India",1995.84,360,False
Zambia,From RDC,Truck,2011-12-10,2011-12-09,SCMS from RDC,Tablet,Hetero Unit III Hyderabad IN,271.08,See DN-2396 (ID#:84117),False
Côte d'Ivoire,From RDC,Truck,2011-12-23,2011-11-19,SCMS from RDC,Tablet,Mylan (formerly Matrix) Nashik,22598.4,197,False
Uganda,From RDC,Truck,2012-01-09,2011-12-01,SCMS from RDC,Tablet,"Strides, Bangalore, India.",41200.0,1051,False
Tanzania,From RDC,Truck,2012-01-10,2011-12-22,SCMS from RDC,Tablet - FDC,"Aurobindo Unit III, India",214741.8,Weight Captured Separately,False
Tanzania,From RDC,Truck,2012-02-07,2011-12-19,SCMS from RDC,Tablet,Mylan (formerly Matrix) Nashik,44928.0,355,False
Tanzania,From RDC,Air,2012-01-30,2011-12-22,SCMS from RDC,Tablet - FDC,Mylan (formerly Matrix) Nashik,1593600.0,Weight Captured Separately,False
Tanzania,From RDC,Truck,2012-01-10,2011-12-22,SCMS from RDC,Tablet - FDC,Mylan (formerly Matrix) Nashik,341600.0,2302,False
Swaziland,From RDC,Air,2011-12-12,2011-12-12,SCMS from RDC,Tablet,"Strides, Bangalore, India.",33599.34,750,False
Mozambique,From RDC,Truck,2012-01-31,2012-01-25,SCMS from RDC,Oral suspension,"Aurobindo Unit III, India",15600.0,2987,False
Nigeria,From RDC,Air Charter,2012-03-16,2011-12-18,SCMS from RDC,Tablet - FDC,Mylan (formerly Matrix) Nashik,438486.17,5494,False
Zambia,From RDC,Truck,2012-02-29,2012-01-20,SCMS from RDC,Tablet,"Aurobindo Unit VII, IN",502000.0,19257,False
"Congo, DRC",From RDC,Air,2012-03-16,2012-02-14,SCMS from RDC,Tablet,"Strides, Bangalore, India.",67.08,See DN-2492 (ID#:82999),False
"Congo, DRC",From RDC,Air,2012-03-16,2012-02-14,SCMS from RDC,Tablet,"Strides, Bangalore, India.",180.6,See DN-2493 (ID#:82432),False
"Congo, DRC",From RDC,Air,2012-03-16,2012-02-14,SCMS from RDC,Tablet,Mylan (formerly Matrix) Nashik,292.6,See DN-2494 (ID#:82433),False
"Congo, DRC",From RDC,Air,2012-03-16,2012-02-14,SCMS from RDC,Tablet - FDC,"Aurobindo Unit III, India",619.5,See DN-2495 (ID#:83555),False
"Congo, DRC",From RDC,Air,2012-03-16,2012-02-14,SCMS from RDC,Tablet - FDC,Mylan (formerly Matrix) Nashik,330.0,See DN-2498 (ID#:83002),False
"Congo, DRC",From RDC,Air,2012-03-16,2012-02-14,SCMS from RDC,Tablet,"Strides, Bangalore, India.",56.76,See DN-2498 (ID#:83002),False
"Congo, DRC",From RDC,Air,2012-03-16,2012-02-14,SCMS from RDC,Tablet - FDC,"Aurobindo Unit III, India",3717.0,See DN-2499 (ID#:83004),False
"Congo, DRC",From RDC,Air,2012-03-16,2012-02-14,SCMS from RDC,Tablet,"Aurobindo Unit III, India",1687.0,See DN-2499 (ID#:83004),False
"Congo, DRC",From RDC,Air,2012-02-10,2012-02-14,SCMS from RDC,Tablet - FDC,"Aurobindo Unit III, India",2263.24,See DN-2500 (ID#:82436),True
"Congo, DRC",From RDC,Air,2012-03-16,2012-03-23,SCMS from RDC,Oral suspension,"Aurobindo Unit III, India",317.85,See DN-2510 (ID#:82442),True
Mozambique,From RDC,Truck,2012-03-30,2012-03-08,SCMS from RDC,Tablet - FDC,"Aurobindo Unit VII, IN",1122000.0,See DN-2518 (ID#:83009),False
Zimbabwe,From RDC,Truck,2012-02-29,2012-02-16,SCMS from RDC,Tablet,"Aurobindo Unit VII, IN",22773.23,2721,False
"Congo, DRC",From RDC,Air,2012-03-22,2012-03-22,SCMS from RDC,Tablet,Hetero Unit III Hyderabad IN,53.59,1,False
Zambia,From RDC,Truck,2012-04-27,2012-02-17,SCMS from RDC,Tablet,"Strides, Bangalore, India.",232310.32,See DN-2532 (ID#:82448),False
Haiti,From RDC,Air,2012-03-02,2012-03-12,SCMS from RDC,Oral solution,"Aurobindo Unit III, India",5194.8,See DN-2535 (ID#:83011),True
Tanzania,From RDC,Truck,2012-03-30,2012-03-12,SCMS from RDC,Tablet,Mylan (formerly Matrix) Nashik,95920.0,2612,False
Tanzania,From RDC,Truck,2012-03-30,2012-03-12,SCMS from RDC,Tablet,Mylan (formerly Matrix) Nashik,219493.89,See DN-2544 (ID#:84145),False
Uganda,From RDC,Truck,2012-03-09,2012-02-15,SCMS from RDC,Tablet,"Strides, Bangalore, India.",1377.72,30,False
Nigeria,From RDC,Air Charter,2012-03-16,2012-02-16,SCMS from RDC,Tablet - FDC,Mylan (formerly Matrix) Nashik,136350.08,1942,False
Tanzania,From RDC,Truck,2012-04-11,2012-04-11,SCMS from RDC,Oral suspension,"Aurobindo Unit III, India",37100.7,7096,False
Tanzania,From RDC,Truck,2012-03-30,2012-03-12,SCMS from RDC,Chewable/dispersible tablet - FDC,Mylan (formerly Matrix) Nashik,695873.75,9208,False
South Sudan,From RDC,Air,2012-03-21,2012-03-08,SCMS from RDC,Tablet,"Strides, Bangalore, India.",516.0,See DN-2581 (ID#:82457),False
South Sudan,From RDC,Air,2012-03-21,2012-03-08,SCMS from RDC,Tablet,Macleods Daman Plant INDIA,466.0,See DN-2581 (ID#:82457),False
Mozambique,From RDC,Truck,2012-05-07,2012-05-24,SCMS from RDC,Tablet - FDC,Mylan (formerly Matrix) Nashik,158482.5,See DN-2590 (ID#:83019),True
Burundi,From RDC,Air,2012-04-26,2012-05-04,SCMS from RDC,Tablet,"Strides, Bangalore, India.",4518.0,See DN-2594 (ID#:83021),True
Burundi,From RDC,Air,2012-04-26,2012-04-09,SCMS from RDC,Tablet - FDC,Mylan (formerly Matrix) Nashik,45062.5,See DN-2595 (ID#:83577),False
Côte d'Ivoire,From RDC,Truck,2012-04-19,2012-04-19,SCMS from RDC,Tablet - FDC,Mylan (formerly Matrix) Nashik,841500.0,10746,False
Côte d'Ivoire,From RDC,Truck,2012-04-27,2012-04-19,SCMS from RDC,Tablet - FDC,"Cipla, Goa, India",60074.98,650,False
Zimbabwe,From RDC,Truck,2012-04-17,2012-05-07,SCMS from RDC,Tablet - FDC,"Strides, Bangalore, India.",21092.5,See DN-2621 (ID#:83583),True
Rwanda,From RDC,Air,2012-04-09,2012-03-29,SCMS from RDC,Oral solution,"Aurobindo Unit III, India",18612.5,557,False
Zimbabwe,From RDC,Truck,2012-04-17,2012-05-07,SCMS from RDC,Tablet - FDC,Mylan (formerly Matrix) Nashik,127314.0,See DN-2621 (ID#:83583),True
Rwanda,From RDC,Air,2012-06-29,2012-04-26,SCMS from RDC,Capsule,"Aurobindo Unit III, India",8579.52,126,False
Tanzania,From RDC,Truck,2012-06-01,2012-06-01,SCMS from RDC,Chewable/dispersible tablet - FDC,"Cipla, Goa, India",119402.0,2278,False
Tanzania,From RDC,Truck,2012-05-31,2012-04-30,SCMS from RDC,Oral suspension,"Aurobindo Unit III, India",47398.65,Weight Captured Separately,False
Mozambique,From RDC,Truck,2012-06-28,2012-06-28,SCMS from RDC,Oral suspension,"Aurobindo Unit III, India",52273.65,9937,False
Libya,From RDC,Air,2012-05-23,2012-05-23,SCMS from RDC,Tablet,Hetero Unit III Hyderabad IN,29245.32,See DN-2641 (ID#:83029),False
Libya,From RDC,Air,2012-05-23,2012-05-23,SCMS from RDC,Tablet,Macleods Daman Plant INDIA,19418.22,See DN-2641 (ID#:83029),False
Uganda,From RDC,Truck,2012-07-03,2012-05-18,SCMS from RDC,Tablet - FDC,Hetero Unit III Hyderabad IN,15560.0,See DN-2643 (ID#:82471),False
Nigeria,From RDC,Air Charter,2012-07-04,2012-04-30,SCMS from RDC,Tablet,"Aurobindo Unit III, India",119252.56,4754,False
Zimbabwe,From RDC,Truck,2012-06-12,2012-05-25,SCMS from RDC,Tablet - FDC,Mylan (formerly Matrix) Nashik,26024.1,See DN-2656 (ID#:83032),False
Zambia,From RDC,Truck,2012-06-01,2012-05-28,SCMS from RDC,Tablet,"Aurobindo Unit III, India",32948.77,1252,False
Nigeria,From RDC,Air Charter,2012-08-02,2012-06-03,SCMS from RDC,Tablet,"Strides, Bangalore, India.",127317.42,See DN-2687 (ID#:82480),False
Nigeria,From RDC,Air Charter,2012-07-04,2012-06-03,SCMS from RDC,Tablet,"Strides, Bangalore, India.",244000.0,See DN-2690 (ID#:83041),False
Zimbabwe,From RDC,Truck,2012-06-17,2012-06-17,SCMS from RDC,Tablet,Hetero Unit III Hyderabad IN,168450.28,4353,False
Tanzania,From RDC,Truck,2012-08-01,2012-07-25,SCMS from RDC,Tablet,Mylan (formerly Matrix) Nashik,440.0,841,False
"Congo, DRC",From RDC,Air,2012-09-09,2012-09-09,SCMS from RDC,Test kit,"Alere Medical Co., Ltd.",120000.0,448,False
Nigeria,From RDC,Air Charter,2012-08-02,2012-07-09,SCMS from RDC,Tablet,Hetero Unit III Hyderabad IN,92339.36,See DN-2727 (ID#:83053),False
Zimbabwe,From RDC,Truck,2012-10-16,2012-07-23,SCMS from RDC,Tablet,"Aurobindo Unit III, India",167069.54,14074,False
Zimbabwe,From RDC,Truck,2012-08-14,2012-07-23,SCMS from RDC,Tablet - FDC,Mylan (formerly Matrix) Nashik,418519.52,7490,False
Zambia,From RDC,Truck,2012-08-23,2012-07-30,SCMS from RDC,Tablet - FDC,Mylan (formerly Matrix) Nashik,3008000.0,33909,False
Nigeria,From RDC,Air Charter,2012-08-02,2012-07-24,SCMS from RDC,Tablet - FDC,Mylan (formerly Matrix) Nashik,257544.96,2091,False
Zimbabwe,From RDC,Truck,2012-10-16,2012-09-04,SCMS from RDC,Tablet - FDC,"Strides, Bangalore, India.",13130.45,228,False
Zambia,From RDC,Truck,2012-08-31,2012-09-07,SCMS from RDC,Tablet,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",591319.62,11334,True
Nigeria,From RDC,Air,2012-08-31,2012-08-14,SCMS from RDC,Tablet - FDC,"Cipla, Kurkumbh, India",132922.64,See DN-2821 (ID#:83069),False
Zambia,From RDC,Truck,2012-09-13,2012-09-07,SCMS from RDC,Tablet - FDC,"Strides, Bangalore, India.",193517.05,3354,False
Uganda,From RDC,Truck,2012-09-28,2012-10-06,SCMS from RDC,Tablet,Hetero Unit III Hyderabad IN,44774.0,1331,True
Uganda,From RDC,Truck,2012-09-28,2012-10-06,SCMS from RDC,Tablet,Mylan (formerly Matrix) Nashik,148400.0,See DN-2838 (ID#:84188),True
Uganda,From RDC,Truck,2012-10-05,2012-09-24,SCMS from RDC,Tablet - FDC,Hetero Unit III Hyderabad IN,30117.84,596,False
Côte d'Ivoire,From RDC,Truck,2012-10-29,2012-10-01,SCMS from RDC,Tablet,"Strides, Bangalore, India.",16352.52,See DN-2861 (ID#:82513),False
Mozambique,From RDC,Truck,2012-10-31,2012-10-10,SCMS from RDC,Tablet,Hetero Unit III Hyderabad IN,636.46,See DN-2862 (ID#:83083),False
Uganda,From RDC,Truck,2012-11-08,2012-11-08,SCMS from RDC,Tablet,"Aurobindo Unit III, India",29600.48,690,False
Zimbabwe,From RDC,Truck,2012-10-31,2012-10-18,SCMS from RDC,Tablet,Hetero Unit III Hyderabad IN,180214.98,4282,False
Tanzania,From RDC,Truck,2012-11-30,2012-10-31,SCMS from RDC,Chewable/dispersible tablet - FDC,"Cipla, Goa, India",58045.7,See DN-2883 (ID#:83630),False
Zambia,From RDC,Truck,2012-11-09,2012-11-05,SCMS from RDC,Tablet - FDC,"Strides, Bangalore, India.",30975.0,537,False
Côte d'Ivoire,From RDC,Truck,2012-12-14,2012-10-24,SCMS from RDC,Oral solution,"Aurobindo Unit III, India",10500.0,See DN-2895 (ID#:82524),False
Uganda,From RDC,Air,2012-12-06,2012-10-29,SCMS from RDC,Tablet,"Aurobindo Unit III, India",9315.45,244,False
Nigeria,From RDC,Air,2012-11-06,2012-11-06,SCMS from RDC,Tablet - FDC,Hetero Unit III Hyderabad IN,682471.16,9421,False
Zambia,From RDC,Truck,2012-11-26,2012-11-26,SCMS from RDC,Tablet - FDC,Hetero Unit III Hyderabad IN,7590.35,207,False
Zambia,From RDC,Truck,2012-12-17,2012-12-17,SCMS from RDC,Tablet,"Aurobindo Unit III, India",105695.92,12561,False
Zimbabwe,From RDC,Truck,2012-12-14,2012-12-13,SCMS from RDC,Chewable/dispersible tablet - FDC,"Cipla, Goa, India",36907.5,1043,False
Mozambique,From RDC,Truck,2013-01-11,2013-01-11,SCMS from RDC,Tablet,Hetero Unit III Hyderabad IN,8271.72,See DN-2928 (ID#:83637),False
Mozambique,From RDC,Truck,2013-01-11,2013-01-11,SCMS from RDC,Tablet - FDC,Hetero Unit III Hyderabad IN,336839.04,See DN-2928 (ID#:83637),False
Mozambique,From RDC,Truck,2013-01-11,2013-01-11,SCMS from RDC,Tablet - FDC,Hetero Unit III Hyderabad IN,23896.08,249,False
Zimbabwe,From RDC,Truck,2012-12-21,2012-12-11,SCMS from RDC,Tablet - FDC,Hetero Unit III Hyderabad IN,344813.8,See DN-2940 (ID#:82529),False
Zimbabwe,From RDC,Truck,2012-12-20,2012-12-11,SCMS from RDC,Chewable/dispersible tablet - FDC,"Cipla, Goa, India",78149.4,2705,False
Côte d'Ivoire,From RDC,Truck,2012-12-14,2012-11-30,SCMS from RDC,Tablet,"Strides, Bangalore, India.",269592.96,See DN-2935 (ID#:83641),False
Côte d'Ivoire,From RDC,Truck,2013-02-28,2013-01-25,SCMS from RDC,Tablet,ABBVIE Ludwigshafen Germany,539350.0,6649,False
Rwanda,From RDC,Air,2013-02-06,2013-02-06,SCMS from RDC,Tablet - FDC,Hetero Unit III Hyderabad IN,373543.76,See DN-2961 (ID#:83098),False
Côte d'Ivoire,From RDC,Truck,2013-02-28,2013-01-25,SCMS from RDC,Tablet,Mylan (formerly Matrix) Nashik,267000.0,See DN-2967 (ID#:84209),False
Uganda,From RDC,Air,2013-01-31,2013-02-01,SCMS from RDC,Tablet,"Aurobindo Unit III, India",10974.7,491,True
Rwanda,From RDC,Air,2013-02-07,2013-02-07,SCMS from RDC,Tablet - FDC,Mylan (formerly Matrix) Nashik,1356404.77,12757,False
Uganda,From RDC,Truck,2013-02-05,2013-02-05,SCMS from RDC,Tablet - FDC,Mylan (formerly Matrix) Nashik,1366892.03,12838,False
"Congo, DRC",From RDC,Air,2013-09-11,2013-09-11,SCMS from RDC,Tablet,Hetero Unit III Hyderabad IN,244.77,See DN-2981 (ID#:82538),False
Zimbabwe,From RDC,Truck,2013-02-11,2013-02-11,SCMS from RDC,Tablet - FDC,Hetero Unit III Hyderabad IN,1066853.19,58270,False
Zimbabwe,From RDC,Truck,2013-02-11,2013-02-11,SCMS from RDC,Tablet,"Aurobindo Unit III, India",379840.23,See DN-2989 (ID#:84216),False
Zambia,From RDC,Truck,2013-03-15,2013-02-19,SCMS from RDC,Tablet - FDC,Mylan (formerly Matrix) Nashik,412260.66,1230,False
Haiti,From RDC,Air,2013-04-09,2013-01-03,SCMS from RDC,Tablet - FDC,"Strides, Bangalore, India.",1269.0,See DN-3014 (ID#:83655),False
"Congo, DRC",From RDC,Air,2013-03-18,2013-08-08,SCMS from RDC,Tablet - FDC,"Aurobindo Unit III, India",2928.96,See DN-3017 (ID#:83108),True
"Congo, DRC",From RDC,Air,2013-03-18,2013-08-08,SCMS from RDC,Tablet - FDC,Hetero Unit III Hyderabad IN,8494.2,See DN-3017 (ID#:83108),True
"Congo, DRC",From RDC,Air,2013-03-18,2013-08-08,SCMS from RDC,Tablet - FDC,"Aurobindo Unit III, India",248.4,See DN-3017 (ID#:83108),True
"Congo, DRC",From RDC,Air,2013-03-18,2013-08-08,SCMS from RDC,Tablet,"Strides, Bangalore, India.",1664.4,See DN-3017 (ID#:83108),True
Côte d'Ivoire,From RDC,Truck,2013-02-28,2013-02-28,SCMS from RDC,Tablet - FDC,"Aurobindo Unit III, India",310939.2,13509,False
Uganda,From RDC,Air,2013-03-18,2013-03-07,SCMS from RDC,Tablet - FDC,"Cipla, Goa, India",62230.74,See DN-3024 (ID#:83112),False
Uganda,From RDC,Air,2013-04-04,2013-03-07,SCMS from RDC,Tablet - FDC,Hetero Unit III Hyderabad IN,151800.6,See DN-3025 (ID#:82546),False
Zimbabwe,From RDC,Truck,2013-07-31,2013-08-06,SCMS from RDC,Tablet,"Hetero, Jadcherla, unit 5, IN",15984.0,396,True
Zimbabwe,From RDC,Truck,2013-03-31,2013-03-14,SCMS from RDC,Tablet - FDC,Mylan (formerly Matrix) Nashik,244137.6,See DN-3033 (ID#:83658),False
Zimbabwe,From RDC,Truck,2013-03-31,2013-03-14,SCMS from RDC,Tablet - FDC,"Aurobindo Unit III, India",34896.0,See DN-3033 (ID#:83658),False
Uganda,From RDC,Truck,2013-03-08,2013-03-07,SCMS from RDC,Tablet - FDC,"Cipla, Goa, India",366511.86,5732,False
Haiti,From RDC,Air,2013-04-09,2013-03-14,SCMS from RDC,Capsule,"Aurobindo Unit III, India",285.12,See DN-3015 (ID#:82554),False
Côte d'Ivoire,From RDC,Truck,2013-04-30,2013-03-08,SCMS from RDC,Tablet,"Aurobindo Unit III, India",209865.76,See DN-3046 (ID#:83119),False
Zimbabwe,From RDC,Truck,2013-04-15,2013-03-23,SCMS from RDC,Tablet - FDC,Hetero Unit III Hyderabad IN,232494.9,8615,False
Zambia,From RDC,Truck,2013-06-25,2013-03-15,SCMS from RDC,Tablet,"Aurobindo Unit III, India",58739.66,2504,False
Guyana,From RDC,Truck,2013-04-18,2013-03-15,SCMS from RDC,Oral solution,"Aurobindo Unit III, India",416.25,See DN-3059 (ID#:82560),False
Zimbabwe,From RDC,Air,2013-04-13,2013-04-13,SCMS from RDC,Tablet,ABBVIE Ludwigshafen Germany,56762.5,533,False
Uganda,From RDC,Air,2013-04-25,2013-04-25,SCMS from RDC,Tablet - FDC,Mylan (formerly Matrix) Nashik,98431.96,See DN-3069 (ID#:83124),False
Zambia,From RDC,Truck,2013-04-30,2013-04-15,SCMS from RDC,Tablet - FDC,Mylan (formerly Matrix) Nashik,3080729.15,25504,False
Côte d'Ivoire,From RDC,Truck,2013-03-28,2013-03-30,SCMS from RDC,Tablet - FDC,"Cipla, Goa, India",332234.76,See DN-3075 (ID#:83129),True
Tanzania,From RDC,Truck,2013-05-31,2013-05-14,SCMS from RDC,Chewable/dispersible tablet - FDC,"Cipla, Goa, India",26693.8,See DN-3101 (ID#:83672),False
Mozambique,From RDC,Air,2013-07-04,2013-07-04,SCMS from RDC,Tablet,Mylan (formerly Matrix) Nashik,7272.0,108,False
Burundi,From RDC,Air,2013-05-31,2013-05-23,SCMS from RDC,Tablet,Mylan (formerly Matrix) Nashik,5942.4,See DN-3118 (ID#:82569),False
Zambia,From RDC,Air,2013-06-28,2013-05-13,SCMS from RDC,Tablet - FDC,Mylan (formerly Matrix) Nashik,423752.77,7632,False
South Sudan,From RDC,Air,2013-04-30,2013-04-17,SCMS from RDC,Tablet,"Aurobindo Unit III, India",9910.16,83,False
Zambia,From RDC,Air,2013-06-28,2013-05-13,SCMS from RDC,Tablet - FDC,Hetero Unit III Hyderabad IN,124659.59,See DN-3116 (ID#:84248),False
Burundi,From RDC,Air,2013-06-30,2013-05-09,SCMS from RDC,Tablet - FDC,Mylan (formerly Matrix) Nashik,6555.6,See DN-3129 (ID#:83135),False
Nigeria,From RDC,Air Charter,2013-05-21,2013-05-03,SCMS from RDC,Tablet,Mylan (formerly Matrix) Nashik,167205.06,16376,False
Zimbabwe,From RDC,Truck,2013-05-06,2013-04-29,SCMS from RDC,Tablet - FDC,"Aurobindo Unit VII, IN",9465.8,See DN-3131 (ID#:83136),False
Mozambique,From RDC,Truck,2013-07-21,2013-07-26,SCMS from RDC,Tablet,"Hetero, Jadcherla, unit 5, IN",113886.0,7908,True
Mozambique,From RDC,Truck,2013-09-30,2013-08-29,SCMS from RDC,Tablet,Hetero Unit III Hyderabad IN,5174.0,149,False
Mozambique,From RDC,Truck,2013-08-01,2013-08-01,SCMS from RDC,Oral solution,"Aurobindo Unit III, India",28566.3,See DN-3102 (ID#:82573),False
Mozambique,From RDC,Truck,2013-08-01,2013-08-01,SCMS from RDC,Tablet - FDC,"Cipla, Goa, India",217932.0,See DN-3102 (ID#:82573),False
Zimbabwe,From RDC,Truck,2013-05-30,2013-04-29,SCMS from RDC,Tablet - FDC,"Aurobindo Unit VII, IN",190509.8,3749,False
Nigeria,From RDC,Air Charter,2013-05-21,2013-05-06,SCMS from RDC,Tablet,"Aurobindo Unit III, India",32417.44,See DN-3148 (ID#:82574),False
Tanzania,From RDC,Truck,2013-08-23,2013-05-14,SCMS from RDC,Chewable/dispersible tablet - FDC,"Cipla, Goa, India",29709.1,2461,False
Nigeria,From RDC,Air Charter,2013-05-21,2013-05-10,SCMS from RDC,Tablet - FDC,"Cipla, Goa, India",288554.0,See DN-3171 (ID#:83685),False
Nigeria,From RDC,Air Charter,2013-08-21,2013-05-10,SCMS from RDC,Tablet - FDC,"Aurobindo Unit III, India",3509.8,56,False
Mozambique,From RDC,Truck,2013-06-28,2013-07-10,SCMS from RDC,Tablet - FDC,Mylan (formerly Matrix) Nashik,704377.12,5810,True
Mozambique,From RDC,Truck,2013-07-26,2013-07-26,SCMS from RDC,Tablet - FDC,"Aurobindo Unit VII, IN",40095.7,Weight Captured Separately,False
Nigeria,From RDC,Air Charter,2013-05-21,2013-05-29,SCMS from RDC,Tablet,"Aurobindo Unit III, India",246877.88,11763,True
Nigeria,From RDC,Air Charter,2013-06-04,2013-05-29,SCMS from RDC,Tablet,"Cipla, Goa, India",149850.0,16966,False
